,Property Name,Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Floor Num,Total Floor,Property Age,URL,Furnishing,Covered_Parking,Open_Parking,Total Parking,Rating,Power Backup,Facing,Overlooking,Extra_Rooms,NearbyPlaces
7226,Central Park Flower Valley Aqua Front Towers,Sector 33,2.49,1477,3,3,4,1,11,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-1789-sq-ft-spid-D82529976,1,1,0,1,3.9,1,North,Club,0,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
7227,Silverglades The Melia,Sector 35,1.98,1620,3,4,3,7,14,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sohna-gurgaon-1750-sq-ft-spid-N82456118,1,1,0,1,3.7,1,West,Club,1,"['Global City Centre Mall', 'Sohna Road', 'Western Peripheral Expressway', 'Shambhu Dayal High School', 'GD Goenka University']"
7228,Ireo Skyon,Sector 60,2.8,1172,2,3,2,21,39,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-1524-sq-ft-spid-S80422663,1,1,1,2,4.0,1,North-West,Club,0,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport']"
7229,Pareena Mi Casa,Sector 68,2.5,1851,3,4,4,11,35,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1999-sq-ft-r9-spid-M63854760,1,2,1,3,3.7,1,North-East,Club,1,"['Sector 55-56 Metro Station', 'Airia Mall', 'NH 48', 'The Vivekananda School - Sector 69', 'Gurugram University', 'Park Hospital']"
7230,JMD Gardens,Sector 33,2.65,1736,3,4,3,11,17,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jmd-gardens-sector-33-gurgaon-1875-sq-ft-spid-V82933636,1,1,0,1,4.4,1,Unknown,Park,1,"['Raheja Mall', 'Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', 'Airforce Hospital']"
7231,Lotus Homz,Sector 111,0.53,347,1,1,1,9,10,2,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-lotus-homz-sector-111-gurgaon-337-sq-ft-r1-spid-X80537473,1,0,1,1,3.9,0,North,Main Road,0,"['Sector 23 Huda Market', 'HUDA Market', 'Jai Vision Public School', 'New Cambridge School', 'Meenakshi Public School']"
7232,Lotus Elise,Sector 99,2.07,1933,3,3,3,10,19,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-sector-99-gurgaon-1875-sq-ft-r1-spid-J80674617,1,2,0,2,3.88,1,North,Club,1,"['The Esplanade Mall', 'Dwarka Expy, Sector 88', 'NH 48', 'Euro International School, Sector 37D', 'Sunrise University']"
7233,Bestech Park View Ananda,Sector 81,1.8,1383,3,2,3,12,15,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-1660-sq-ft-spid-W82200158,1,2,0,2,4.1,1,North,Club,2,"['""Metro Station Kankrola sec 87', 'Sapphire 83 Mall', ""St. Xavier's High School"", 'Amity University Sec 87 Kankrola', 'Miracles Apollo Cradle /Spectra Hospital""']"
7234,Alpha Corp GurgaonOne 84,Sector 84,2.68,1980,3,3,3,7,26,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-alpha-corp-gurgaonone-84-sector-84-gurgaon-2244-sq-ft-spid-O81485031,1,2,1,3,4.0,1,North-East,Club,1,"['Delhi Public School', 'Raheja Market', 'Sapphire Mall', 'INXT High Street', 'Cambridge Pre-School', 'Euro Int. School']"
7235,AWHO Shanti Vihar,Sector 95,1.65,1431,3,3,4,7,23,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-1750-sq-ft-spid-N82168236,1,2,0,2,4.0,1,North,Main Road,0,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Vijay Petrol Pump', 'Indian Oil', 'Essar Petrol Pump', 'HP Petrol Pump']"
7236,Indiabulls Centrum Park,Sector 103,1.7,1528,3,3,4,1,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-1650-sq-ft-spid-X82932934,1,1,1,2,3.8,1,North-East,Club,0,"['Gurgaon Dreamz Mall', 'HUDA Market, Sector 14', 'Dwarka Expressway', 'Delhi Gurgaon Expressway', 'S N International School']"
7237,Indiabulls Centrum Park,Sector 103,1.45,1371,2,2,4,9,18,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-1481-sq-ft-spid-T82413282,1,1,1,2,3.8,1,North-East,Club,1,"['Gurgaon Dreamz Mall', 'HUDA Market, Sector 14', 'Dwarka Expressway', 'Delhi Gurgaon Expressway', 'S N International School']"
7238,M3M Soulitude,Sector 89,1.25,1058,2,2,2,1,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1119-sq-ft-spid-W83351630,1,1,0,1,3.78,1,North,Club,1,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
7239,Smart World Orchard,Sector 61,2.45,1597,3,3,4,1,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1549-sq-ft-spid-D82919822,1,1,0,1,3.6000000000000005,1,North-East,Club,4,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Shalom Presidency School', 'Sushant University', 'Marengo Asia Hospitals, Gurugram']"
7240,Paras Irene,Sector 70,2.95,1694,3,3,4,5,20,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-1830-sq-ft-spid-G82231838,1,1,0,1,3.9,1,West,Club,1,"['Airia Mall', 'Golf Course Ext Rd', 'NH-8', 'DPG Institute of Technology', 'Pragyanam - School', 'W Pratiksha Hospital']"
7241,Paras Irene,Sector 70,3.15,1991,3,4,4,10,20,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-2150-sq-ft-spid-J82145762,1,1,0,1,3.9,1,South,Club,1,"['Airia Mall', 'Golf Course Ext Rd', 'NH-8', 'DPG Institute of Technology', 'Pragyanam - School', 'W Pratiksha Hospital']"
7242,Ireo The Corridors,Sector 67,2.3,1377,3,3,3,6,19,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-K82522546,1,2,2,4,3.9,1,North-East,Park,0,"['Huda Metro Station (Gurugram)', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Lovely Public School', 'KIIT College of Engineering']"
7243,Emaar Gurgaon Greens,Sector 102,2.0,1701,3,3,3,8,14,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-S83079064,1,1,0,1,4.1,1,Unknown,Club,0,"['JMS Marine Square Mall', 'Dwarka Expressway', 'Basai Road', 'Prime Scholars Int. School ', 'DPG Institute of Technology']"
7244,KSHITIJ APARTMENT,Sector 110,0.7,1077,2,2,2,4,4,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-110-a-gurgaon-1100-sq-ft-spid-B83015300,1,1,0,1,3.64,1,Unknown,Park,1,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon']"
7245,Lotus Elise,Sector 99,1.55,1495,2,2,2,6,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-sector-99-gurgaon-1450-sq-ft-spid-Q82778414,1,1,1,2,4.04,1,North,Club,1,"['The Esplanade Mall', 'Dwarka Expy, Sector 88', 'NH 48', 'Euro International School, Sector 37D', 'Sunrise University']"
7246,Hero Homes,Sector 104,1.85,1119,3,2,2,16,35,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-B81483567,1,1,1,2,3.98,1,North-East,Club,0,"['The Esplanade Mall', 'Dwarka Expressway', 'Gurugram Global Heights School', 'SGT University', 'Medanta Hospital']"
7247,Ridge View IFS Apartments,Sector 54,3.5,2200,3,3,4,10,12,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ridge-view-ifs-apartments-sector-54-gurgaon-2400-sq-ft-spid-D82284820,1,1,2,3,3.84,1,North,Club,2,"['Sector 54 chowk metro station', 'Sector 53-54 metro station', 'Sector metro station', 'Sector metro station', 'Sanatan Dharm Mandir']"
7248,Bestech Park View Spa Next,Sector 67,3.35,1828,4,4,4,0,14,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-2350-sq-ft-spid-H82781946,1,1,0,1,3.8,1,North,Park,2,"['""Omaxe City Centre Mall', ""St. Xavier's School"", 'KIIT College of Engineering', 'Ektaa Hospital', 'Indira Gandhi International Airport""']"
7249,Sobha City,Sector 108,2.75,1279,2,2,2,2,24,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1381-sq-ft-spid-F82800814,1,1,0,1,3.7,1,North,Club,0,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University']"
7250,M3M Heights,Sector 65,3.1,1563,2,2,3,15,34,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1516-sq-ft-spid-W82242272,2,1,0,1,3.8,1,North-East,Club,0,"['Rapid Metro Sector 56', 'M3m 65th Avenue Mall', 'Golf Course Extension Road', 'Gurgaon - Delhi Expy', 'DPS International School']"
7251,La Vida by Tata Housing,Sector 113,1.9,974,2,2,2,1,13,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-la-vida-by-tata-housing-sector-113-gurgaon-945-sq-ft-spid-Y82145804,1,0,1,1,3.6000000000000005,1,North,Park,0,"['Dwarka Sector 21', 'Pacific D21 Mall', 'Dwarka Expressway', 'Orchids The International School', 'GGS Indraprastha University']"
7252,Omaxe The Nile,Sector 49,3.15,2147,3,4,4,5,13,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omaxe-the-nile-sector-49-gurgaon-2082-sq-ft-spid-U82673068,1,1,1,2,4.0,1,West,Main Road,1,"['Raheja Mall', 'Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic']"
7253,Conscient Heritage One,Sector 62,3.9,2058,3,3,3,10,25,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-one-sector-62-gurgaon-1996-sq-ft-spid-P82647164,1,2,0,2,3.4,1,North,Park,1,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'pracksht hospital', 'Vatsalya Clinic', 'Kriti Hospital', 'Anand Hospital Gurgaon']"
7254,Birla Navya,Sector 63,4.45,2970,3,3,3,1,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63a-gurgaon-2880-sq-ft-spid-S82585290,1,2,0,2,3.9,1,North,Club,2,"['Sector 54 Chowk Metro Station', 'WorldMark Mall Gurgaon', 'Badshahpur Sohna Highway', 'Heritage Xperiential Learning School']"
7255,Unitech Escape,Sector 50,3.29,2121,3,4,2,3,19,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-2066-sq-ft-spid-I82561202,1,1,0,1,3.8,1,North,Park,2,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Faridabad Gurgaon Road', 'St Xavier High School', 'Gurugram University']"
7256,Ireo The Corridors,Sector 67,2.2,1374,2,2,3,6,19,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1484-sq-ft-spid-F82429282,0,2,0,2,3.9,1,Unknown,Club,2,"['Huda Metro Station (Gurugram)', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Lovely Public School', 'KIIT College of Engineering']"
7259,M3M Skycity,Sector 65,3.44,1460,3,3,4,15,47,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-skycity-sector-65-gurgaon-1828-sq-ft-spid-A83157598,1,1,0,1,3.8,1,North,Club,1,"['""Millennium City Centre Metro Station', 'Airia Mall', 'Golf Course Ext Rd', 'Gurgaon Faridabad Highway', 'St. Xavier\'s High School""']"
7260,Tulip White,Sector 69,1.58,1367,3,2,2,0,13,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-white-sector-69-gurgaon-1326-sq-ft-spid-L82895448,1,1,0,1,3.8,1,North-East,Park,0,"['Sector 53-54 Metro Station', 'Reach 3Roads', 'NH248A', 'The Vivekananda School', 'Gurugram University', 'Park Hospital']"
7261,Signature Global Synera,Sector 81,0.82,701,2,2,3,4,14,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-synera-sector-81-gurgaon-735-sq-ft-r1-spid-X81315087,2,1,0,1,3.7,0,North,Main Road,1,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Dwarka Expressway', 'Agri Business Management Collage', 'Bharat Ram Global School']"
7262,Central Park Flower Valley Aqua Front Towers,Sector 33,3.0,1812,3,3,4,8,11,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-central-park-flower-valley-aqua-front-towers-sector-33-sohna-gurgaon-2134-sq-ft-r1-spid-C80936695,2,2,0,2,3.9,1,North,Park,1,"['Rajeha Mall', 'National Highway 248A', 'N.B.G.S.M College', 'Scottish High International School', 'Park Hospital', 'Indira Gandhi International Airport']"
7263,Smart World Orchard,Sector 61,2.8,1681,3,3,2,1,4,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1630-sq-ft-r2-spid-G80225821,1,1,0,1,3.6000000000000005,1,Unknown,Club,0,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Shalom Presidency School', 'Sushant University', 'Marengo Asia Hospitals, Gurugram']"
7264,Shapoorji Pallonji Joyville Gurugram,Sector 102,1.42,870,2,2,2,8,26,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-903-sq-ft-spid-G82071778,1,1,0,1,3.9,1,North,Club,0,"['IFFCO Chowk Metro Station', 'The Esplanade Mall by DHOOT GROUP', 'Dwarka Expressway', 'Delhi Public School', 'The NorthCap University']"
7265,M3M Soulitude,Sector 89,1.45,1072,2,3,2,3,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1158-sq-ft-spid-Q82994082,1,1,1,2,4.02,1,North,Park,1,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
7266,Sobha City,Sector 108,3.8,1655,3,4,2,17,18,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2003-sq-ft-spid-X79927667,1,1,0,1,3.7,1,North-East,Club,1,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University']"
7267,Sobha City,Sector 108,4.65,1992,4,4,3,12,24,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2343-sq-ft-spid-G79927803,1,3,0,3,3.7,1,South-East,Club,2,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University']"
7268,Sobha City,Sector 108,3.25,1423,3,3,2,10,24,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-E79928151,1,1,0,1,3.7,1,West,Club,2,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University']"
7269,M3M Soulitude,Sector 89,1.5,1350,2,2,2,2,4,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1350-sq-ft-spid-J82393482,1,1,0,1,3.62,1,Unknown,Club,1,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
7270,Sobha City,Sector 108,4.95,1703,3,3,2,3,24,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2072-sq-ft-r2-spid-R79997431,1,1,0,1,3.7,1,South-East,Park,0,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University']"
7271,BPTP Park Prime,Sector 66,4.15,2614,4,4,3,9,18,1,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-park-prime-sector-66-gurgaon-2764-sq-ft-spid-X82271532,1,1,1,2,4.0,1,North-East,Park,4,"['Rapid Metro Sector 55-56', 'Airia Mall', 'Sohna Road', 'Delhi Public School', 'KIIT College of Engineering', 'Sparsh Hospital']"
7272,Signature Global Proxima,Sector 89,0.66,647,2,2,3,4,14,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-proxima-sector-89-gurgaon-674-sq-ft-spid-J83271178,1,1,0,1,3.86,0,North-East,Club,0,"['Millennium City Centre Gurugram', 'VSR Park Street', 'Pataudi Road', 'RPS International School', 'SGT University', 'Silver Streak Multi Speciality Hospital']"
7273,Ireo The Corridors,Sector 67,2.3,1176,2,2,2,4,19,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1484-sq-ft-spid-Q82479202,1,2,0,2,3.9,1,Unknown,Park,1,"['Huda Metro Station (Gurugram)', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Lovely Public School', 'KIIT College of Engineering']"
7274,Hero Homes,Sector 104,1.95,1286,3,2,2,14,26,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-spid-V81484687,1,1,1,2,3.98,1,North-East,Club,0,"['The Esplanade Mall', 'Dwarka Expressway', 'Gurugram Global Heights School', 'SGT University', 'Medanta Hospital']"
7275,M3M The Marina,Sector 68,2.1,1395,2,2,4,7,15,2,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1507-sq-ft-spid-E82827758,1,1,1,2,3.9,1,North,Club,1,"['Airia Mall', 'Southern Peripheral Road', 'Sohna Road', 'Alpine Convent School', 'MKD Hospital', 'Indira Gandhi International Airport']"
7276,Tulip Violet,Sector 69,3.25,1861,4,4,2,7,14,3,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-2010-sq-ft-spid-K82712574,1,1,1,2,4.2,1,North,Park,0,"['Airia Mall Sector 68', 'Southern Peripheral Road', 'Golf Course Extension Rd', 'Imperio School', 'DPG Institute of Technology']"
7277,Hero Homes,Sector 104,1.55,953,2,2,2,8,36,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1099-sq-ft-spid-X83239510,1,1,1,2,3.84,1,North-East,Club,1,"['The Esplanade Mall', 'Dwarka Expressway', 'Gurugram Global Heights School', 'SGT University', 'Medanta Hospital']"
7278,Tulip White,Sector 69,1.5,1350,3,2,3,0,13,3,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-white-sector-69-gurgaon-1400-sq-ft-spid-N78457877,1,1,1,2,3.8,1,North-West,Club,0,"['Sector 53-54 Metro Station', 'Reach 3Roads', 'NH248A', 'The Vivekananda School', 'Gurugram University', 'Park Hospital']"
7279,Silverglades The Melia,Sector 35,1.61,1845,3,3,3,5,14,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-silverglades-the-melia-sohna-gurgaon-1845-sq-ft-spid-W82004400,1,1,0,1,3.7,1,West,Main Road,1,"['Global City Centre Mall', 'Sohna Road', 'Western Peripheral Expressway', 'Shambhu Dayal High School', 'GD Goenka University']"
7280,Ireo The Corridors,Sector 67,2.6,1593,3,3,2,6,19,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1933-sq-ft-spid-W82521836,1,2,2,4,3.9,1,North-East,Club,2,"['Huda Metro Station (Gurugram)', 'Paras Trinity Mall', 'Southern Peripheral Road', 'Lovely Public School', 'KIIT College of Engineering']"
7281,Ireo Skyon,Sector 60,3.8,1995,3,4,3,7,10,1,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2045-sq-ft-spid-M82505170,1,2,2,4,4.0,1,North-East,Main Road,1,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport']"
7282,Conscient Heritage Max,Sector 102,3.83,2365,4,5,4,18,25,2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2554-sq-ft-spid-V82353216,1,2,0,2,4.2,1,North,Club,1,"['Huda Metro Station', 'Ocus Medley Mall', 'The Esplanade Mall', 'Gurugram Road', 'Dwarka Expy', 'Prime Scholars International School']"
7283,Lotus Elise,Sector 99,2.4,1921,3,3,4,3,14,2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-sector-99-gurgaon-2075-sq-ft-spid-B82197074,0,1,0,1,4.1,1,North,Club,1,"['The Esplanade Mall', 'Dwarka Expy, Sector 88', 'NH 48', 'Euro International School, Sector 37D', 'Sunrise University']"
7284,M3M Soulitude,Sector 89,1.35,1150,2,3,2,4,4,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1150-sq-ft-r1-spid-G81061631,1,2,0,2,3.92,1,North-East,Club,1,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University']"
7286,Signature Global Orchard Avenue 2,Sector 93,0.72,614,2,2,2,2,14,1,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-orchard-avenue-2-sector-93-gurgaon-595-sq-ft-spid-A83368844,1,1,0,1,3.4,0,North-East,Main Road,1,"['Millennium City Centre Gurugram', 'V3S Sapphire Ninety', 'Pataudi Road', 'RPS International School', 'SGT University']"
7287,Antriksh Skyland Apartments,Sector 56,2.95,2700,4,5,4,4,10,4,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-antriksh-skyland-apartments-block-b-sector-56-gurgaon-2900-sq-ft-spid-S82652120,1,1,1,2,3.94,0,North-East,Main Road,2,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Hong Kong Bazaar Mall', 'Sanatan Dharm Mandir']"
7288,Unitech Escape,Sector 50,3.35,1850,3,4,2,4,19,4,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-1983-sq-ft-spid-G83055690,1,1,1,2,3.8,1,North,Club,0,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Faridabad Gurgaon Road', 'St Xavier High School', 'Gurugram University']"
7289,Unitech Harmony,Sector 50,2.55,1577,2,2,2,16,19,4,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-harmony-nirvana-country-gurgaon-1762-sq-ft-spid-O83032842,1,1,1,2,3.5,1,North,Club,1,"['Huda Metro Station (Gurugram)', 'M3M Cosmopolitan Mall', 'Golf Course Ext Road', 'The Sylvan Trails School', 'Gurugram University']"
7290,Unitech Harmony,Sector 50,2.5,1577,2,2,2,6,19,4,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-harmony-nirvana-country-gurgaon-1762-sq-ft-spid-X83032686,1,1,1,2,3.5,1,North,Club,1,"['Huda Metro Station (Gurugram)', 'M3M Cosmopolitan Mall', 'Golf Course Ext Road', 'The Sylvan Trails School', 'Gurugram University']"
